,Fitness,HD,Variants
56638,0.0018,4.0,FTVQ
56639,0.00346,4.0,FTVR
56640,0.00465,4.0,FTVS
56641,0.00624,4.0,FTVT
56642,0.00405,4.0,FTVW
56643,0.00542,4.0,FTVY
56644,0.0176,4.0,FTWA
56645,0.005370000000000001,4.0,FTWC
56646,0.0,4.0,FTWE
56647,0.006529999999999999,4.0,FTWF
56648,0.0117,4.0,FTWG
56649,0.0,4.0,FTWH
56650,0.00945,4.0,FTWI
56651,0.007409999999999999,4.0,FTWK
56652,0.00783,4.0,FTWL
56653,0.0,4.0,FTWM
56654,0.00609,4.0,FTWN
56655,0.007559999999999999,4.0,FTWP
56656,0.0,4.0,FTWQ
56657,0.0,4.0,FTWR
56658,0.0015400000000000001,4.0,FTWS
56659,0.0172,4.0,FTWT
56660,0.0,4.0,FTWW
56661,0.0,4.0,FTWY
56662,0.022,4.0,FTYA
56663,0.0123,4.0,FTYC
56664,0.0125,4.0,FTYE
56665,0.0,4.0,FTYF
56666,0.294965875,4.0,FTYG
56667,0.0,4.0,FTYH
56668,0.0,4.0,FTYI
56669,0.00831,4.0,FTYK
56670,0.0021899999999999997,4.0,FTYL
56671,0.00857,4.0,FTYM
56672,0.0,4.0,FTYN
56673,0.00345,4.0,FTYP
56674,0.00286,4.0,FTYQ
56675,0.00139,4.0,FTYR
56676,0.0039299999999999995,4.0,FTYS
56677,0.0253,4.0,FTYT
56678,0.0,4.0,FTYW
56679,0.0,4.0,FTYY
56680,4.034636177,4.0,FVAA
56681,1.16067215,4.0,FVAC
56682,0.00583,4.0,FVAE
56683,0.0276,4.0,FVAF
56684,2.605766345,4.0,FVAG
56685,0.00687,4.0,FVAH
56686,0.17114706,4.0,FVAI
56687,0.0013800000000000002,4.0,FVAK
56688,0.0684,4.0,FVAL
56689,0.41918627700000005,4.0,FVAM
56690,0.0102,4.0,FVAN
56691,0.0108,4.0,FVAP
56692,0.00517,4.0,FVAQ
56693,0.00417,4.0,FVAR
56694,1.2012000059999999,4.0,FVAS
56695,0.392754806,4.0,FVAT
56696,0.0033399999999999997,4.0,FVAW
56697,0.00606,4.0,FVAY
56698,3.5431500189999996,4.0,FVCA
56699,0.985709343,4.0,FVCC
56700,0.0063,4.0,FVCE
56701,0.0221,4.0,FVCF
56702,2.206904774,4.0,FVCG
56703,0.0081,4.0,FVCH
56704,0.272179978,4.0,FVCI
56705,0.00618,4.0,FVCK
56706,0.0253,4.0,FVCL
56707,1.021583339,4.0,FVCM
56708,0.022,4.0,FVCN
56709,0.00825,4.0,FVCP
56710,0.012,4.0,FVCQ
56711,0.0123,4.0,FVCR
56712,0.501711867,4.0,FVCS
56713,0.531454271,4.0,FVCT
56714,0.0105,4.0,FVCW
56715,0.0104,4.0,FVCY
56716,0.0053,4.0,FVDA
56717,0.00256,4.0,FVDC
56718,0.0020800000000000003,4.0,FVDE
56719,0.0103,4.0,FVDF
56720,0.00175,4.0,FVDG
56721,0.0037700000000000003,4.0,FVDH
56722,0.00223,4.0,FVDI
56723,0.0,4.0,FVDK
56724,0.00256,4.0,FVDL
56725,0.0017800000000000001,4.0,FVDM
56726,0.00418,4.0,FVDN
56727,0.00245,4.0,FVDP
56728,0.0028,4.0,FVDQ
56729,0.00678,4.0,FVDR
56730,0.004,4.0,FVDS
56731,0.00404,4.0,FVDT
56732,0.0066,4.0,FVDW
56733,0.0,4.0,FVDY
56734,0.00589,4.0,FVEA
56735,0.006940000000000001,4.0,FVEC
56736,0.00315,4.0,FVEE
56737,0.0,4.0,FVEF
56738,0.00425,4.0,FVEG
56739,0.00379,4.0,FVEH
56740,0.0,4.0,FVEI
56741,0.00548,4.0,FVEK
56742,0.00305,4.0,FVEL
56743,0.00245,4.0,FVEM
56744,0.00199,4.0,FVEN
56745,0.00121,4.0,FVEP
56746,0.00139,4.0,FVEQ
56747,0.0017399999999999998,4.0,FVER
56748,0.0053,4.0,FVES
56749,0.0022,4.0,FVET
56750,0.0,4.0,FVEW
56751,0.0,4.0,FVEY
56752,2.5193703530000002,4.0,FVFA
56753,0.92013691,4.0,FVFC
56754,0.0114,4.0,FVFE
56755,0.012,4.0,FVFF
56756,4.1233546489999995,4.0,FVFG
56757,0.00619,4.0,FVFH
56758,0.0662,4.0,FVFI
56759,0.0016,4.0,FVFK
56760,0.016,4.0,FVFL
56761,0.0286,4.0,FVFM
56762,0.0416,4.0,FVFN
56763,0.0781,4.0,FVFP
56764,0.00175,4.0,FVFQ
56765,0.00492,4.0,FVFR
56766,0.38023814899999997,4.0,FVFS
56767,1.666115414,4.0,FVFT
56768,0.00345,4.0,FVFW
56769,0.009590000000000001,4.0,FVFY
56770,0.00826,4.0,FVHA
56771,0.0050799999999999994,4.0,FVHC
56772,0.0,4.0,FVHE
56773,0.009290000000000001,4.0,FVHF
56774,0.0031100000000000004,4.0,FVHG
56775,0.0024,4.0,FVHH
56776,0.00295,4.0,FVHI
56777,0.0,4.0,FVHK
56778,0.00471,4.0,FVHL
56779,0.0,4.0,FVHM
56780,0.0119,4.0,FVHN
56781,0.0023899999999999998,4.0,FVHP
56782,0.0,4.0,FVHQ
56783,0.00147,4.0,FVHR
56784,0.0236,4.0,FVHS
56785,0.007679999999999999,4.0,FVHT
56786,0.00517,4.0,FVHW
56787,0.0,4.0,FVHY
56788,0.007809999999999999,4.0,FVIA
56789,0.0123,4.0,FVIC
56790,0.0,4.0,FVIE
56791,0.0,4.0,FVIF
56792,0.117669285,4.0,FVIG
56793,0.0026,4.0,FVIH
56794,0.0,4.0,FVII
56795,0.00236,4.0,FVIK
56796,0.0033200000000000005,4.0,FVIL
56797,0.0103,4.0,FVIM
56798,0.0121,4.0,FVIN
56799,0.00328,4.0,FVIP
56800,0.00134,4.0,FVIQ
56801,0.0039700000000000004,4.0,FVIR
56802,0.00583,4.0,FVIS
56803,0.0055,4.0,FVIT
56804,0.0077599999999999995,4.0,FVIW
56805,0.0,4.0,FVIY
56806,0.0132,4.0,FVKA
56807,0.0,4.0,FVKC
56808,0.0,4.0,FVKE
56809,0.00457,4.0,FVKF
56810,0.00361,4.0,FVKG
56811,0.00465,4.0,FVKH
56812,0.00571,4.0,FVKI
56813,0.0,4.0,FVKK
56814,0.001,4.0,FVKL
56815,0.0,4.0,FVKM
56816,0.0,4.0,FVKN
56817,0.00571,4.0,FVKP
56818,0.0,4.0,FVKQ
56819,0.0,4.0,FVKR
56820,0.00926,4.0,FVKS
56821,0.00126,4.0,FVKT
56822,0.0,4.0,FVKW
56823,0.018,4.0,FVKY
56824,2.755024812,4.0,FVLA
56825,2.794217751,4.0,FVLC
56826,0.00413,4.0,FVLE
56827,0.014,4.0,FVLF
56828,3.985688285,4.0,FVLG
56829,0.0282,4.0,FVLH
56830,0.0223,4.0,FVLI
56831,0.00481,4.0,FVLK
56832,0.0198,4.0,FVLL
56833,0.0303,4.0,FVLM
56834,0.0177,4.0,FVLN
56835,0.0429,4.0,FVLP
56836,0.00321,4.0,FVLQ
56837,0.00511,4.0,FVLR
56838,0.324229867,4.0,FVLS
56839,2.964559677,4.0,FVLT
56840,0.00826,4.0,FVLW
56841,0.0055,4.0,FVLY
56842,2.9362596310000004,4.0,FVMA
56843,1.096333339,4.0,FVMC
56844,0.00489,4.0,FVME
56845,0.0198,4.0,FVMF
56846,1.8175246840000001,4.0,FVMG
56847,0.0,4.0,FVMH
56848,0.142312501,4.0,FVMI
56849,0.007090000000000001,4.0,FVMK
56850,0.0123,4.0,FVML
56851,0.193206285,4.0,FVMM
56852,0.00884,4.0,FVMN
56853,0.0112,4.0,FVMP
56854,0.00161,4.0,FVMQ
56855,0.00541,4.0,FVMR
56856,0.543457334,4.0,FVMS
56857,0.859101545,4.0,FVMT
56858,0.006940000000000001,4.0,FVMW
56859,0.00517,4.0,FVMY
56860,0.0291,4.0,FVNA
56861,0.015,4.0,FVNC
56862,0.0028899999999999998,4.0,FVNE
56863,0.00305,4.0,FVNF
56864,0.0272,4.0,FVNG
56865,0.0034700000000000004,4.0,FVNH
56866,0.00703,4.0,FVNI
56867,0.00361,4.0,FVNK
56868,0.0023,4.0,FVNL
56869,0.0031100000000000004,4.0,FVNM
56870,0.0050799999999999994,4.0,FVNN
56871,0.00162,4.0,FVNP
56872,0.00216,4.0,FVNQ
56873,0.0,4.0,FVNR
56874,0.0053100000000000005,4.0,FVNS
56875,0.0037799999999999995,4.0,FVNT
56876,0.0033799999999999998,4.0,FVNW
56877,0.0,4.0,FVNY
56878,0.00569,4.0,FVPA
56879,0.0035399999999999997,4.0,FVPC
56880,0.00313,4.0,FVPE
56881,0.00149,4.0,FVPF
56882,0.0068,4.0,FVPG
56883,0.000932,4.0,FVPH
56884,0.00295,4.0,FVPI
56885,0.0,4.0,FVPK
56886,0.00182,4.0,FVPL
56887,0.00146,4.0,FVPM
56888,0.0037700000000000003,4.0,FVPN
56889,0.00343,4.0,FVPP
56890,0.00434,4.0,FVPQ
56891,0.0,4.0,FVPR
56892,0.00473,4.0,FVPS
56893,0.00286,4.0,FVPT
56894,0.0044,4.0,FVPW
56895,0.0,4.0,FVPY
56896,0.0,4.0,FVQA
56897,0.0117,4.0,FVQC
56898,0.0,4.0,FVQE
56899,0.0,4.0,FVQF
56900,0.0211,4.0,FVQG
56901,0.006940000000000001,4.0,FVQH
56902,0.0,4.0,FVQI
56903,0.0,4.0,FVQK
56904,0.0,4.0,FVQL
56905,0.0,4.0,FVQM
56906,0.00481,4.0,FVQN
56907,0.00301,4.0,FVQP
56908,0.0,4.0,FVQQ
56909,0.0017100000000000001,4.0,FVQR
56910,0.003,4.0,FVQS
56911,0.0113,4.0,FVQT
56912,0.0,4.0,FVQW
56913,0.0,4.0,FVQY
56914,0.163029105,4.0,FVRA
56915,0.013,4.0,FVRC
56916,0.00322,4.0,FVRE
56917,0.00134,4.0,FVRF
56918,0.0151,4.0,FVRG
56919,0.0032,4.0,FVRH
56920,0.0039299999999999995,4.0,FVRI
56921,0.00232,4.0,FVRK
56922,0.00264,4.0,FVRL
56923,0.00933,4.0,FVRM
56924,0.0032,4.0,FVRN
56925,0.0030399999999999997,4.0,FVRP
56926,0.00233,4.0,FVRQ
56927,0.00266,4.0,FVRR
56928,0.00581,4.0,FVRS
56929,0.0174,4.0,FVRT
56930,0.00457,4.0,FVRW
56931,0.0,4.0,FVRY
56932,0.856935488,4.0,FVSA
56933,0.0607,4.0,FVSC
56934,0.00238,4.0,FVSE
56935,0.00346,4.0,FVSF
56936,0.0575,4.0,FVSG
56937,0.00246,4.0,FVSH
56938,0.00675,4.0,FVSI
56939,0.0016600000000000002,4.0,FVSK
56940,0.00771,4.0,FVSL
56941,0.0368,4.0,FVSM
56942,0.00539,4.0,FVSN
56943,0.00349,4.0,FVSP
56944,0.00267,4.0,FVSQ
56945,0.00117,4.0,FVSR
56946,0.0432,4.0,FVSS
56947,0.0143,4.0,FVST
56948,0.00405,4.0,FVSW
56949,0.000677,4.0,FVSY
56950,0.0385,4.0,FVTA
56951,0.014,4.0,FVTC
56952,0.00225,4.0,FVTE
56953,0.0028,4.0,FVTF
56954,0.00634,4.0,FVTG
56955,0.0035299999999999997,4.0,FVTH
56956,0.00469,4.0,FVTI
56957,0.00203,4.0,FVTK
56958,0.00105,4.0,FVTL
56959,0.0,4.0,FVTM
56960,0.00361,4.0,FVTN
56961,0.00543,4.0,FVTP
56962,0.00134,4.0,FVTQ
56963,0.0029,4.0,FVTR
56964,0.00479,4.0,FVTS
56965,0.0046,4.0,FVTT
56966,0.0033399999999999997,4.0,FVTW
56967,0.0019199999999999998,4.0,FVTY
56968,0.0193,4.0,FVVA
56969,0.0564,4.0,FVVC
56970,0.00228,4.0,FVVE
56971,0.00155,4.0,FVVF
56972,0.407677413,4.0,FVVG
56973,0.0013800000000000002,4.0,FVVH
56974,0.0125,4.0,FVVI
56975,0.00322,4.0,FVVK
56976,0.00257,4.0,FVVL
56977,0.007909999999999999,4.0,FVVM
56978,0.00536,4.0,FVVN
56979,0.00238,4.0,FVVP
56980,0.0018,4.0,FVVQ
56981,0.00274,4.0,FVVR
56982,0.00455,4.0,FVVS
56983,0.0233,4.0,FVVT
56984,0.0008810000000000001,4.0,FVVW
56985,0.00182,4.0,FVVY
56986,0.0238,4.0,FVWA
56987,0.00498,4.0,FVWC
56988,0.0032600000000000003,4.0,FVWE
56989,0.0,4.0,FVWF
56990,0.169187244,4.0,FVWG
56991,0.00156,4.0,FVWH
56992,0.0028,4.0,FVWI
56993,0.0028,4.0,FVWK
56994,0.00159,4.0,FVWL
56995,0.00761,4.0,FVWM
56996,0.00609,4.0,FVWN
56997,0.01,4.0,FVWP
56998,0.00428,4.0,FVWQ
56999,0.0022199999999999998,4.0,FVWR
57000,0.0136,4.0,FVWS
57001,0.115004816,4.0,FVWT
57002,0.0031100000000000004,4.0,FVWW
57003,0.00381,4.0,FVWY
57004,0.132051355,4.0,FVYA
57005,0.0462,4.0,FVYC
57006,0.00589,4.0,FVYE
57007,0.00875,4.0,FVYF
57008,0.9358596770000001,4.0,FVYG
57009,0.0031100000000000004,4.0,FVYH
57010,0.0115,4.0,FVYI
57011,0.006370000000000001,4.0,FVYK
57012,0.0037,4.0,FVYL
57013,0.0,4.0,FVYM
57014,0.00251,4.0,FVYN
57015,0.00299,4.0,FVYP
57016,0.00168,4.0,FVYQ
57017,0.00318,4.0,FVYR
57018,0.0182,4.0,FVYS
57019,0.240884508,4.0,FVYT
57020,0.0033,4.0,FVYW
57021,0.00439,4.0,FVYY
57022,8.761965656000001,4.0,FWAA
57023,3.136731498,4.0,FWAC
57024,0.0,4.0,FWAE
57025,0.0522,4.0,FWAF
57026,6.5094792020000005,4.0,FWAG
57027,0.006370000000000001,4.0,FWAH
57028,0.969833339,4.0,FWAI
57029,0.0,4.0,FWAK
57030,0.231699314,4.0,FWAL
57031,0.652579369,4.0,FWAM
57032,0.0329,4.0,FWAN
57033,0.0509,4.0,FWAP
57034,0.0102,4.0,FWAQ
57035,0.0215,4.0,FWAR
57036,3.098182506,4.0,FWAS
57037,0.814529347,4.0,FWAT
57038,0.0196,4.0,FWAW
57039,0.0,4.0,FWAY
57040,7.554663186,4.0,FWCA
57041,1.743170009,4.0,FWCC
57042,0.0183,4.0,FWCE
57043,0.0203,4.0,FWCF
57044,4.3522543339999995,4.0,FWCG
57045,0.0141,4.0,FWCH
57046,0.468594089,4.0,FWCI
57047,0.0257,4.0,FWCK
57048,0.10278125099999999,4.0,FWCL
57049,0.990916672,4.0,FWCM
57050,0.0171,4.0,FWCN
57051,0.0203,4.0,FWCP
57052,0.0191,4.0,FWCQ
57053,0.0116,4.0,FWCR
57054,0.660803657,4.0,FWCS
57055,0.35469608,4.0,FWCT
57056,0.0,4.0,FWCW
57057,0.0161,4.0,FWCY
57058,0.0177,4.0,FWDA
57059,0.0,4.0,FWDC
57060,0.0,4.0,FWDE
57061,0.0161,4.0,FWDG
57062,0.0,4.0,FWDH
57063,0.0,4.0,FWDI
57064,0.0,4.0,FWDK
57065,0.0,4.0,FWDL
57066,0.0,4.0,FWDP
57067,0.0,4.0,FWDQ
57068,0.0,4.0,FWDR
57069,0.0,4.0,FWDS
57070,0.0,4.0,FWDT
57071,0.0,4.0,FWDY
57072,0.0,4.0,FWEA
57073,0.0,4.0,FWEC
57074,0.0,4.0,FWEF
57075,0.0,4.0,FWEH
57076,0.0,4.0,FWEK
57077,0.0,4.0,FWEL
57078,0.00945,4.0,FWEP
57079,0.0457,4.0,FWER
57080,0.0,4.0,FWES
57081,0.0,4.0,FWET
57082,2.451708855,4.0,FWFA
57083,0.828775798,4.0,FWFC
57084,0.0,4.0,FWFE
57085,0.0313,4.0,FWFF
57086,5.173322945,4.0,FWFG
57087,0.0392,4.0,FWFH
57088,0.14510294199999998,4.0,FWFI
57089,0.0,4.0,FWFK
57090,0.0253,4.0,FWFL
57091,0.0442,4.0,FWFM
57092,0.10049722300000001,4.0,FWFN
57093,0.042,4.0,FWFP
57094,0.024,4.0,FWFQ
57095,0.00674,4.0,FWFR
57096,0.160669541,4.0,FWFS
57097,1.181283145,4.0,FWFT
57098,0.00783,4.0,FWFW
57099,0.0,4.0,FWFY
57100,0.0,4.0,FWHA
57101,0.0,4.0,FWHC
57102,0.0,4.0,FWHE
57103,0.0,4.0,FWHG
57104,0.0,4.0,FWHH
57105,0.0,4.0,FWHL
57106,0.0,4.0,FWHM
57107,0.0161,4.0,FWHN
57108,0.0,4.0,FWHP
57109,0.0,4.0,FWHQ
57110,0.0,4.0,FWHR
57111,0.0332,4.0,FWHS
57112,0.006529999999999999,4.0,FWHT
57113,0.0,4.0,FWHY
57114,0.005220000000000001,4.0,FWIA
57115,0.0329,4.0,FWIC
57116,0.0,4.0,FWIE
57117,0.0144,4.0,FWIF
57118,0.243629631,4.0,FWIG
57119,0.0,4.0,FWIH
57120,0.0131,4.0,FWII
57121,0.0102,4.0,FWIK
57122,0.0031100000000000004,4.0,FWIL
57123,0.0,4.0,FWIM
57124,0.0439,4.0,FWIN
57125,0.00277,4.0,FWIP
57126,0.0,4.0,FWIQ
57127,0.0,4.0,FWIR
57128,0.0033399999999999997,4.0,FWIS
57129,0.00292,4.0,FWIT
57130,0.0,4.0,FWIW
57131,0.0166,4.0,FWIY
57132,0.0,4.0,FWKA
57133,0.0,4.0,FWKL
57134,0.0152,4.0,FWKP
57135,0.0,4.0,FWKR
57136,3.66205789,4.0,FWLA
57137,3.4071393860000003,4.0,FWLC
57138,0.00442,4.0,FWLE
57139,0.0392,4.0,FWLF
57140,7.3126563970000005,4.0,FWLG
57141,0.146972223,4.0,FWLH
57142,0.0104,4.0,FWLI
57143,0.00571,4.0,FWLK
57144,0.0277,4.0,FWLL
57145,0.0529,4.0,FWLM
57146,0.0261,4.0,FWLN
57147,0.0472,4.0,FWLP
57148,0.0102,4.0,FWLQ
57149,0.00545,4.0,FWLR
57150,0.34260416899999996,4.0,FWLS
57151,3.571004836,4.0,FWLT
57152,0.0,4.0,FWLW
57153,0.00783,4.0,FWLY
57154,3.758857163,4.0,FWMA
57155,0.965817466,4.0,FWMC
57156,0.0,4.0,FWME
57157,0.0,4.0,FWMF
57158,3.0663073080000003,4.0,FWMG
57159,0.0189,4.0,FWMH
57160,0.16445000099999998,4.0,FWMI
57161,0.0152,4.0,FWMK
57162,0.0425,4.0,FWML
57163,0.36063596700000006,4.0,FWMM
57164,0.0,4.0,FWMN
57165,0.0,4.0,FWMP
57166,0.0211,4.0,FWMQ
57167,0.00415,4.0,FWMR
57168,0.254222224,4.0,FWMS
57169,0.7054275990000001,4.0,FWMT
57170,0.0,4.0,FWMW
57171,0.0289,4.0,FWMY
57172,0.0,4.0,FWNA
57173,0.0,4.0,FWNC
57174,0.0,4.0,FWNE
57175,0.0,4.0,FWNF
57176,0.0161,4.0,FWNG
57177,0.0,4.0,FWNH
57178,0.0,4.0,FWNI
57179,0.0,4.0,FWNK
57180,0.0102,4.0,FWNL
57181,0.0274,4.0,FWNM
57182,0.0,4.0,FWNN
57183,0.00761,4.0,FWNP
57184,0.0,4.0,FWNQ
57185,0.00685,4.0,FWNR
57186,0.0179,4.0,FWNS
57187,0.0107,4.0,FWNT
57188,0.0,4.0,FWNY
57189,0.006370000000000001,4.0,FWPA
57190,0.0,4.0,FWPC
57191,0.0,4.0,FWPE
57192,0.0,4.0,FWPF
57193,0.005370000000000001,4.0,FWPG
57194,0.0,4.0,FWPH
57195,0.0,4.0,FWPI
57196,0.0,4.0,FWPK
57197,0.00232,4.0,FWPL
57198,0.007409999999999999,4.0,FWPM
57199,0.0119,4.0,FWPN
57200,0.0,4.0,FWPP
57201,0.0,4.0,FWPQ
57202,0.0,4.0,FWPR
57203,0.0,4.0,FWPS
57204,0.0033,4.0,FWPT
57205,0.00979,4.0,FWPW
57206,0.0,4.0,FWPY
57207,0.0,4.0,FWQA
57208,0.0274,4.0,FWQE
57209,0.0,4.0,FWQL
57210,0.0,4.0,FWQM
57211,0.0,4.0,FWQP
57212,0.0,4.0,FWQR
57213,0.0,4.0,FWQS
57214,0.0,4.0,FWQT
57215,0.011,4.0,FWRA
57216,0.0,4.0,FWRC
57217,0.0,4.0,FWRE
57218,0.0,4.0,FWRF
57219,0.0201,4.0,FWRG
57220,0.0,4.0,FWRH
57221,0.0,4.0,FWRI
57222,0.0,4.0,FWRK
57223,0.0030800000000000003,4.0,FWRL
57224,0.0,4.0,FWRM
57225,0.0183,4.0,FWRN
57226,0.0,4.0,FWRP
57227,0.0,4.0,FWRQ
57228,0.0,4.0,FWRR
57229,0.00322,4.0,FWRS
57230,0.00365,4.0,FWRT
57231,0.0,4.0,FWRW
57232,0.0,4.0,FWRY
57233,0.9136111159999999,4.0,FWSA
57234,0.0557,4.0,FWSC
57235,0.00548,4.0,FWSE
57236,0.00979,4.0,FWSF
57237,0.0693,4.0,FWSG
57238,0.00783,4.0,FWSH
57239,0.0,4.0,FWSI
57240,0.0,4.0,FWSK
57241,0.0106,4.0,FWSL
57242,0.0171,4.0,FWSM
57243,0.0,4.0,FWSN
57244,0.00492,4.0,FWSP
57245,0.0,4.0,FWSQ
57246,0.0020800000000000003,4.0,FWSR
57247,0.0495,4.0,FWSS
57248,0.0124,4.0,FWST
57249,0.0127,4.0,FWSW
57250,0.0112,4.0,FWSY
57251,0.0183,4.0,FWTA
57252,0.0183,4.0,FWTC
57253,0.0,4.0,FWTE
57254,0.0,4.0,FWTF
57255,0.0191,4.0,FWTG
57256,0.0,4.0,FWTH
57257,0.0,4.0,FWTI
57258,0.0196,4.0,FWTK
57259,0.0152,4.0,FWTL
57260,0.0161,4.0,FWTM
57261,0.0,4.0,FWTN
57262,0.0135,4.0,FWTP
57263,0.0,4.0,FWTQ
57264,0.0,4.0,FWTR
57265,0.0,4.0,FWTS
57266,0.0,4.0,FWTT
57267,0.0,4.0,FWTW
57268,0.0,4.0,FWTY
57269,0.0612,4.0,FWVA
57270,0.0142,4.0,FWVC
57271,0.009290000000000001,4.0,FWVE
57272,0.00517,4.0,FWVF
57273,1.443831853,4.0,FWVG
57274,0.0,4.0,FWVH
57275,0.0121,4.0,FWVI
57276,0.00596,4.0,FWVK
57277,0.0069900000000000006,4.0,FWVL
57278,0.0319,4.0,FWVM
57279,0.00457,4.0,FWVN
57280,0.00145,4.0,FWVP
57281,0.0,4.0,FWVQ
57282,0.0053,4.0,FWVR
57283,0.00806,4.0,FWVS
57284,0.026,4.0,FWVT
57285,0.005370000000000001,4.0,FWVW
57286,0.00409,4.0,FWVY
57287,0.0457,4.0,FWWA
57288,0.0211,4.0,FWWC
57289,0.0,4.0,FWWE
57290,0.0,4.0,FWWF
57291,0.0374,4.0,FWWG
57292,0.0,4.0,FWWH
57293,0.0685,4.0,FWWI
57294,0.0107,4.0,FWWL
57295,0.0228,4.0,FWWM
57296,0.0,4.0,FWWP
57297,0.0261,4.0,FWWQ
57298,0.00703,4.0,FWWR
57299,0.0468,4.0,FWWS
57300,0.133699188,4.0,FWWT
57301,0.22902854,4.0,FWYA
57302,0.0274,4.0,FWYC
57303,0.0,4.0,FWYE
57304,0.0,4.0,FWYF
57305,1.229222229,4.0,FWYG
57306,0.0,4.0,FWYH
57307,0.0289,4.0,FWYI
57308,0.0,4.0,FWYK
57309,0.0,4.0,FWYL
57310,0.0,4.0,FWYM
57311,0.0,4.0,FWYN
57312,0.0,4.0,FWYP
57313,0.0,4.0,FWYQ
57314,0.0,4.0,FWYR
57315,0.0259,4.0,FWYS
57316,0.0685,4.0,FWYT
57317,0.0,4.0,FWYW
57318,0.0,4.0,FWYY
57319,8.045152004,4.0,FYAA
57320,3.31994491,4.0,FYAC
57321,0.0108,4.0,FYAE
57322,0.0435,4.0,FYAF
57323,6.500028052,4.0,FYAG
57324,0.0125,4.0,FYAH
57325,1.218864712,4.0,FYAI
57326,0.0087,4.0,FYAK
57327,0.337604794,4.0,FYAL
57328,0.46383333600000004,4.0,FYAM
57329,0.0235,4.0,FYAN
57330,0.119621116,4.0,FYAP
57331,0.00494,4.0,FYAQ
57332,0.00235,4.0,FYAR
57333,4.922591237,4.0,FYAS
57334,1.8582587819999998,4.0,FYAT
57335,0.0274,4.0,FYAW
57336,0.00577,4.0,FYAY
57337,5.618708364,4.0,FYCA
57338,1.134137937,4.0,FYCC
57339,0.00979,4.0,FYCE
57340,0.0761,4.0,FYCF
57341,3.528822936,4.0,FYCG
57342,0.00806,4.0,FYCH
57343,0.8097916709999999,4.0,FYCI
57344,0.011,4.0,FYCK
57345,0.0548,4.0,FYCL
57346,0.8711934570000001,4.0,FYCM
57347,0.0457,4.0,FYCN
57348,0.0249,4.0,FYCP
57349,0.0,4.0,FYCQ
57350,0.0119,4.0,FYCR
57351,0.7221041709999999,4.0,FYCS
57352,0.524124272,4.0,FYCT
57353,0.0249,4.0,FYCW
57354,0.00945,4.0,FYCY
57355,0.00587,4.0,FYDA
57356,0.00548,4.0,FYDC
57357,0.006229999999999999,4.0,FYDE
57358,0.0,4.0,FYDF
57359,0.0,4.0,FYDG
57360,0.0037,4.0,FYDH
57361,0.00685,4.0,FYDI
57362,0.00571,4.0,FYDK
57363,0.00435,4.0,FYDL
57364,0.0,4.0,FYDM
57365,0.0,4.0,FYDN
57366,0.0,4.0,FYDP
57367,0.0033399999999999997,4.0,FYDQ
57368,0.00197,4.0,FYDR
57369,0.0,4.0,FYDS
57370,0.00196,4.0,FYDT
57371,0.00609,4.0,FYDW
57372,0.0087,4.0,FYDY
57373,0.00442,4.0,FYEA
57374,0.0,4.0,FYEC
57375,0.0,4.0,FYEE
57376,0.0,4.0,FYEF
57377,0.0,4.0,FYEG
57378,0.0,4.0,FYEH
57379,0.0,4.0,FYEI
57380,0.0,4.0,FYEK
57381,0.00315,4.0,FYEL
57382,0.0249,4.0,FYEM
57383,0.0,4.0,FYEN
57384,0.0,4.0,FYEP
57385,0.0189,4.0,FYEQ
57386,0.0,4.0,FYER
57387,0.0,4.0,FYES
57388,0.0,4.0,FYET
57389,0.0152,4.0,FYEW
57390,0.0,4.0,FYEY
57391,0.747770837,4.0,FYFA
57392,0.145789008,4.0,FYFC
57393,0.0107,4.0,FYFE
57394,0.0,4.0,FYFF
57395,2.643935199,4.0,FYFG
57396,0.0129,4.0,FYFH
57397,0.10027439099999999,4.0,FYFI
57398,0.0,4.0,FYFK
57399,0.024,4.0,FYFL
57400,0.0463,4.0,FYFM
57401,0.0875,4.0,FYFN
57402,0.0124,4.0,FYFP
57403,0.0,4.0,FYFQ
57404,0.00345,4.0,FYFR
57405,0.056,4.0,FYFS
57406,0.340039218,4.0,FYFT
57407,0.0119,4.0,FYFW
57408,0.0,4.0,FYFY
57409,0.0,4.0,FYHA
57410,0.0,4.0,FYHC
57411,0.0,4.0,FYHE
57412,0.0,4.0,FYHF
57413,0.00979,4.0,FYHG
57414,0.00914,4.0,FYHH
57415,0.0365,4.0,FYHI
57416,0.0,4.0,FYHK
57417,0.0,4.0,FYHL
57418,0.0,4.0,FYHM
57419,0.0,4.0,FYHN
57420,0.005370000000000001,4.0,FYHP
57421,0.0,4.0,FYHQ
57422,0.0,4.0,FYHR
57423,0.0362,4.0,FYHS
57424,0.0228,4.0,FYHT
57425,0.0,4.0,FYHW
57426,0.0,4.0,FYHY
57427,0.0068200000000000005,4.0,FYIA
57428,0.0,4.0,FYIC
57429,0.0,4.0,FYIE
57430,0.0152,4.0,FYIF
57431,0.126293301,4.0,FYIG
57432,0.0158,4.0,FYIH
57433,0.0,4.0,FYII
57434,0.0,4.0,FYIK
57435,0.0050799999999999994,4.0,FYIL
57436,0.00517,4.0,FYIM
57437,0.015,4.0,FYIN
57438,0.0061600000000000005,4.0,FYIP
57439,0.0037,4.0,FYIQ
57440,0.0,4.0,FYIR
57441,0.00156,4.0,FYIS
57442,0.0014,4.0,FYIT
